epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1295.07,0.97576,1.19097,1.30585,0.97943,0.98803,0.98993,0.82173,0.62247,1.00962,1.15968,0.000663507,0.000663507,0.000663507
2,2490.9,0.93086,0.79968,1.24976,0.95587,0.97095,0.99055,0.80674,0.80046,1.04137,1.34492,0.00128628,0.00128628,0.00128628
